predict-value,PSI-value
56.95744209831291,57
56.98503145505334,57
56.65848477314142,57
56.70499321949097,56
55.76671834096597,56
55.716447820510496,55
54.68957182369739,54
53.49521648518548,54
53.614660072582694,54
53.789210263577104,54
53.79348785022642,55
55.10867780164951,55
55.10229075122127,56
56.14544646264033,56
56.13528374143206,56
56.01507759141178,57
57.18969258526566,57
57.12190813765419,57
57.034245040304526,57
56.96691301116561,57
56.94690086152367,57
56.930198903576496,57
56.8443615482717,58
58.071758010869566,58
58.10128578325954,57
56.94713564147771,56
55.80363336165584,55
54.555450739467865,55
54.69834704934159,55
54.803035391305585,56
56.00000294656387,56
56.22046733973513,56
56.05846951352435,56
55.94511223161212,55
54.77141703992966,55
54.62219339114306,54
53.698437646310204,54
53.683781420903024,54
53.83053090056369,53
52.783689735791015,53
52.759227353001876,53
52.9054449053065,53
52.83694071737852,53
52.9231466151108,52
51.823749318360214,53
52.875024263876796,52
51.95993008984052,52
51.89785893736422,52
52.03485460555612,52
51.989234331401846,52
51.965024158086976,52
51.93039493559008,52
51.892443544697485,52
51.98812296839519,52
51.94612100777588,51
50.85957909965515,51
50.87984802604345,52
52.03572611176652,52
52.15147623196832,53
53.163610857700675,53
53.32741431465316,54
54.24990366127689,54
54.21053265746341,54
54.050963324356864,54
53.95250810042855,55
55.17754854962996,55
55.1674016642897,55
54.98954336724086,55
55.132608036446626,56
56.1080692049849,56
56.08095780211281,57
57.157512729761265,58
58.33662806346371,58
58.21704797866524,59
59.28516513624656,59
59.162488732024315,59
59.04374471721081,59
59.0619801985347,59
58.9017219308074,59
58.835309832289475,58
57.80577485564334,57
56.529634829874965,56
55.51176374476307,55
54.41015398417724,54
53.42915680784536,54
53.58837516806854,54
53.817189033438375,54
53.85155260679595,54
53.94508424478926,55
55.14662668219321,55
55.07672779127592,56
56.0797331847395,56
56.17006345207587,56
55.94425053745399,57
57.08662451980652,58
58.20589620131394,59
59.225731868682,60
60.414378411325075,61
61.4119552694701,63
63.51427269356665,65
65.70079536846248,66
66.61577453305898,68
68.76612244179083,69
69.76100401367214,71
71.67773924813585,72
72.62715549025236,74
74.65514818536163,74
74.41607797873911,74
74.12598832814408,76
76.25332378378897,75
74.98916433435289,75
74.73175048547003,74
73.74486517881155,75
74.68642411639512,74
73.7606639837179,73
72.53363738212248,73
72.49115397268316,73
72.69676187467347,72
71.49361934845132,71
70.39528286466752,70
69.35196568821809,69
68.21968926459775,67
66.03764571745427,67
66.16242919547497,65
64.24028922494986,64
63.071327351626365,63
62.24079261102757,62
61.22411450833046,61
60.2422902755421,60
59.41519314558628,59
58.35212721995634,59
58.499679529202496,58
57.675662150616034,58
57.649779415199504,58
57.91949501104197,57
56.68323711651789,57
56.808074750883776,57
56.89487771628829,57
56.87551586314733,57
56.887628657226564,56
55.932977713090196,56
55.87264721351721,56
55.92937230604875,55
54.83896784003713,55
54.86586514082762,54
53.808686640145154,54
53.8996647428677,54
53.91741721015052,53
52.87106965176116,53
52.871086388787475,53
52.980256639460876,53
53.00845904434344,52
51.86362239658927,52
51.83517885842938,51
50.8300810091189,52
51.8436659140807,52
52.06365246254688,50
49.792351752586164,49
48.566047059356244,47
46.44191279208793,47
46.30648463963001,46
45.56512551178713,46
45.77954635024284,46
45.9089102728473,46
46.11542252077456,45
44.908112212971815,45
44.82243505185057,45
44.97354660870354,45
44.926661736648725,46
46.13858537691072,45
45.18817532127641,46
46.10329369610881,46
46.14084347578416,47
47.21217173281322,47
47.20896787362355,48
48.3096760870246,51
51.668698617677144,52
52.70147973689226,52
52.56798915262672,52
52.46547097550775,53
53.35487267127152,53
53.22857391937295,53
53.00815725996226,53
53.09085352631941,54
54.24037731863637,53
53.004096912097125,53
52.90650323642227,53
52.983715310561244,52
51.7863679834421,52
51.76677563323751,52
51.85406152895007,52
51.92322514774392,52
52.006076083152905,51
50.811147630449426,51
50.782149250980915,51
50.820225114003875,51
50.81986822861522,49
48.52813686905973,47
46.18596085958821,47
46.40910816379389,46
45.47389419571553,48
47.88205521123468,49
49.32613778010834,51
51.59986419178408,50
50.53606466039126,49
48.940272385174296,50
49.839044396825365,49
48.90652475512058,51
50.97592162692211,52
52.5045091586233,53
53.60996855062219,55
55.692907846018976,55
55.50356632608711,56
56.229329723224794,56
56.29574644405504,57
57.1636767876183,57
57.19390365221862,58
58.24929399399982,58
58.261867807228924,58
58.264463061840104,58
58.148971946766,58
57.97929402160803,58
57.83436678457559,58
57.826963646666485,57
56.68518090718398,57
56.636817559919145,57
57.046109032512575,58
57.971261432244354,58
58.08097263642027,58
58.07775748195174,58
57.85482919354182,58
57.852546904075076,58
57.77012985076793,57
56.60727423537877,56
55.606137258723976,55
54.50394551928856,55
54.57247331056637,55
54.66975204982883,54
53.72133436619619,54
53.70899538206787,54
53.92377453624349,54
53.86165923410573,53
52.78174899657303,53
52.78651287725548,54
54.02136105376429,53
52.983822657903744,53
52.9110338310289,53
52.96842378478176,52
51.75273158305262,51
50.539612577367436,50
49.54009467332473,48
47.34825419716762,46
45.2232511144741,46
45.36640347766075,44
43.42930051218208,45
44.76545051124601,45
45.11967655859395,45
45.05632639586572,45
45.108169296826404,46
46.23070671713525,47
47.26956218721038,48
48.451196082888465,50
50.61855727444562,51
51.63172608886053,51
51.57810145740159,52
52.30255040849192,52
52.10392033165888,53
53.224148960845895,53
53.21942264453976,53
53.02122528035064,53
53.232267868721166,53
53.10979076078315,53
53.012414740880466,53
53.19185177902726,53
53.12960727522331,54
54.15445410647373,55
55.42667858989962,55
55.19251571509024,55
55.123310414334945,56
56.18454092275728,56
56.125052225378965,56
55.8604084710296,56
55.930328611610335,56
55.85210003850605,56
55.779822096579515,56
55.8739099751244,56
55.87682817606449,56
55.89464605296564,55
54.80364070216646,55
54.67334156669111,54
53.74535171004888,54
53.70567048248304,54
53.83138666505589,54
53.925340891073134,53
52.849555717351066,53
52.79154397927192,52
51.71259830722819,51
50.472089493317824,49
48.32327524985065,47
46.19975742608021,44
42.96484872435924,42
40.815968041793695,40
38.94700794300974,39
38.12321150413035,37
36.31434655947557,34
33.0738066262692,33
32.18527130393626,34
33.62770513383349,34
33.86716659319525,36
36.35683982782586,40
41.22467997329119,39
39.90919800190827,39
39.47836022549916,38
38.08299778295806,38
37.715882568402854,39
38.97409902991183,39
39.20451068436408,40
40.29719183995643,40
40.594448913763806,40
40.31277201827521,41
41.288307118534654,43
43.721398661836766,43
43.69736454544428,45
45.74393413905224,47
48.12062072083342,49
50.05350957883498,50
50.92834763452493,52
53.10182168933716,53
53.73745925602487,53
